RegionName;State;Metro;County;City;Zri
North La Verne;CA;Los Angeles-Long Beach-Anaheim;Los Angeles County;La Verne;2921
North End;MA;Boston-Cambridge-Newton;Suffolk County;Boston;2920
Loma Portal;CA;San Diego-Carlsbad;San Diego County;San Diego;2920
Blacow;CA;San Francisco-Oakland-Hayward;Alameda County;Fremont;2918
Produce & Waterfront;CA;San Francisco-Oakland-Hayward;Alameda County;Oakland;2915
Hawarden Hills;CA;Riverside-San Bernardino-Ontario;Riverside County;Riverside;2914
Los Feliz;CA;Los Angeles-Long Beach-Anaheim;Los Angeles County;Los Angeles;2913
Fairway Park;CA;San Francisco-Oakland-Hayward;Alameda County;Hayward;2913
Alta Heights;CA;Napa;Napa County;Napa;2913
Silver Strand;CA;Oxnard-Thousand Oaks-Ventura;Ventura County;Oxnard;2911
University Gardens;NY;New York-Newark-Jersey City;Nassau County;Great Neck;2909
West End;MA;Boston-Cambridge-Newton;Suffolk County;Boston;2908
Mission Hills;CA;San Diego-Carlsbad;San Diego County;San Diego;2905
Irvington;CA;San Francisco-Oakland-Hayward;Alameda County;Fremont;2904
Valley Village;CA;Los Angeles-Long Beach-Anaheim;Los Angeles County;Los Angeles;2902
Riverpark;CA;Oxnard-Thousand Oaks-Ventura;Ventura County;Oxnard;2902
Bankers Hill;CA;San Diego-Carlsbad;San Diego County;San Diego;2900
Wesley Heights;DC;Washington-Arlington-Alexandria;District of Columbia;Washington;2900
Turtle Ridge;CA;Los Angeles-Long Beach-Anaheim;Orange County;Irvine;2894
Fairgrounds;CA;San Jose-Sunnyvale-Santa Clara;Santa Clara County;San Jose;2893
Carroll Gardens;NY;New York-Newark-Jersey City;Kings County;New York;2891
Southeast Torrance;CA;Los Angeles-Long Beach-Anaheim;Los Angeles County;Torrance;2891
Centerville;CA;San Francisco-Oakland-Hayward;Alameda County;Fremont;2890
Charlestown;MA;Boston-Cambridge-Newton;Suffolk County;Boston;2888
Midtown;CA;San Diego-Carlsbad;San Diego County;San Diego;2887
Newton Corner;MA;Boston-Cambridge-Newton;Middlesex County;Newton;2887
Fort Greene;NY;New York-Newark-Jersey City;Kings County;New York;2886
Pueblo Park;CA;Napa;Napa County;Napa;2881
Clawson;CA;San Francisco-Oakland-Hayward;Alameda County;Oakland;2880
Mosswood;CA;San Francisco-Oakland-Hayward;Alameda County;Oakland;2878
Walteria;CA;Los Angeles-Long Beach-Anaheim;Los Angeles County;Torrance;2876
Glen Eden;CA;San Francisco-Oakland-Hayward;Alameda County;Hayward;2875
Grand Lake;CA;San Francisco-Oakland-Hayward;Alameda County;Oakland;2875
Woodland Hills;CA;Los Angeles-Long Beach-Anaheim;Los Angeles County;Los Angeles;2874
Cherry-Guardino;CA;San Francisco-Oakland-Hayward;Alameda County;Fremont;2874
Village;CA;San Diego-Carlsbad;San Diego County;Carlsbad;2871
Cabrillo;CA;Oxnard-Thousand Oaks-Ventura;Ventura County;Oxnard;2870
Point Richmond;CA;San Francisco-Oakland-Hayward;Contra Costa County;Richmond;2870
Central City;CA;Los Angeles-Long Beach-Anaheim;Orange County;Santa Ana;2869
Harlem;NY;New York-Newark-Jersey City;New York County;New York;2867
Clairemont Mesa West;CA;San Diego-Carlsbad;San Diego County;San Diego;2866
Magnolia Park;CA;Los Angeles-Long Beach-Anaheim;Los Angeles County;Burbank;2863
Aggasiz - Harvard North;MA;Boston-Cambridge-Newton;Middlesex County;Cambridge;2863
Smith Ranch;CA;San Francisco-Oakland-Hayward;Marin County;San Rafael;2862
The Port - Area 4;MA;Boston-Cambridge-Newton;Middlesex County;Cambridge;2856
Bel Aire;CA;Napa;Napa County;Napa;2856
Cambridgeport;MA;Boston-Cambridge-Newton;Middlesex County;Cambridge;2852
Floresta Gardens;CA;San Francisco-Oakland-Hayward;Alameda County;San Leandro;2852
Redwood Heights;CA;San Francisco-Oakland-Hayward;Alameda County;Oakland;2850
Palisades;OR;Portland-Vancouver-Hillsboro;Clackamas County;Lake Oswego;2849
North Arroyo;CA;Los Angeles-Long Beach-Anaheim;Los Angeles County;Pasadena;2848
Pelham Manor;NY;New York-Newark-Jersey City;Westchester County;Pelham;2848
Westchester;CA;Los Angeles-Long Beach-Anaheim;Los Angeles County;Los Angeles;2847
Bay Ho;CA;San Diego-Carlsbad;San Diego County;San Diego;2846
Business District;CA;Los Angeles-Long Beach-Anaheim;Orange County;Irvine;2846
Clinton Hill;NY;New York-Newark-Jersey City;Kings County;New York;2842
State College Area;CA;Los Angeles-Long Beach-Anaheim;Los Angeles County;Long Beach;2842
Miramar Ranch North;CA;San Diego-Carlsbad;San Diego County;San Diego;2839
West Cambridge;MA;Boston-Cambridge-Newton;Middlesex County;Cambridge;2839
Roxbury;MA;Boston-Cambridge-Newton;Suffolk County;Boston;2835
Columbia Street Waterfront District;NY;New York-Newark-Jersey City;Kings County;New York;2833
Madrona;CA;Los Angeles-Long Beach-Anaheim;Los Angeles County;Torrance;2831
Sundale;CA;San Francisco-Oakland-Hayward;Alameda County;Fremont;2830
Northeast;VA;Washington-Arlington-Alexandria;Alexandria City;Alexandria;2828
Anaheim Hills;CA;Los Angeles-Long Beach-Anaheim;Orange County;Anaheim;2827
Northwest Torrance;CA;Los Angeles-Long Beach-Anaheim;Los Angeles County;Torrance;2827
Sequoyah;CA;San Francisco-Oakland-Hayward;Alameda County;Oakland;2827
Las Flores;CA;Los Angeles-Long Beach-Anaheim;Orange County;Rancho Santa Margarita;2823
Eastshore;CA;San Francisco-Oakland-Hayward;Alameda County;San Leandro;2821
Media;CA;Los Angeles-Long Beach-Anaheim;Los Angeles County;Burbank;2819
University Town Center;CA;Los Angeles-Long Beach-Anaheim;Orange County;Irvine;2818
Point Loma Heights;CA;San Diego-Carlsbad;San Diego County;San Diego;2815
El Camino Real;CA;Los Angeles-Long Beach-Anaheim;Orange County;Irvine;2808
Juanamaria;CA;Oxnard-Thousand Oaks-Ventura;Ventura County;Ventura;2808
Marina Bay;CA;San Francisco-Oakland-Hayward;Contra Costa County;Richmond;2808
Davis Square;MA;Boston-Cambridge-Newton;Middlesex County;Somerville;2806
Hilltop Green;CA;San Francisco-Oakland-Hayward;Contra Costa County;Richmond;2804
Huntington Station;NY;New York-Newark-Jersey City;Suffolk County;Huntington;2803
Irvine Spectrum;CA;Los Angeles-Long Beach-Anaheim;Orange County;Irvine;2803
Hauppauge;NY;New York-Newark-Jersey City;Suffolk County;Town of Islip;2802
East Central;CA;Los Angeles-Long Beach-Anaheim;Los Angeles County;Pasadena;2801
Kenmore;MA;Boston-Cambridge-Newton;Suffolk County;Boston;2801
Chatsworth;CA;Los Angeles-Long Beach-Anaheim;Los Angeles County;Los Angeles;2800
Downtown;CA;San Francisco-Oakland-Hayward;Alameda County;San Leandro;2795
Upper Laurel;CA;San Francisco-Oakland-Hayward;Alameda County;Oakland;2795
May Valley;CA;San Francisco-Oakland-Hayward;Contra Costa County;Richmond;2790
Jamaica Plain;MA;Boston-Cambridge-Newton;Suffolk County;Boston;2788
East Village;CA;Oxnard-Thousand Oaks-Ventura;Ventura County;Oxnard;2788
Maxwell Park;CA;San Francisco-Oakland-Hayward;Alameda County;Oakland;2788
Crenshaw;CA;Los Angeles-Long Beach-Anaheim;Los Angeles County;Los Angeles;2787
Verdugo Viejo;CA;Los Angeles-Long Beach-Anaheim;Los Angeles County;Glendale;2787
North East;CA;Los Angeles-Long Beach-Anaheim;Los Angeles County;Pasadena;2787
Whitman-Mocine;CA;San Francisco-Oakland-Hayward;Alameda County;Hayward;2787
Greenpoint;NY;New York-Newark-Jersey City;Kings County;New York;2786
Hollywood;CA;Los Angeles-Long Beach-Anaheim;Los Angeles County;Los Angeles;2784
Poinsettia;CA;San Diego-Carlsbad;San Diego County;Carlsbad;2784
Gowanus;NY;New York-Newark-Jersey City;Kings County;New York;2781
Verdugo Woodlands;CA;Los Angeles-Long Beach-Anaheim;Los Angeles County;Glendale;2777
Clinton;CA;San Francisco-Oakland-Hayward;Alameda County;Oakland;2775
Winnetka;CA;Los Angeles-Long Beach-Anaheim;Los Angeles County;Los Angeles;2771
Washington Manor;CA;San Francisco-Oakland-Hayward;Alameda County;San Leandro;2767
Echo Park;CA;Los Angeles-Long Beach-Anaheim;Los Angeles County;Los Angeles;2764
Brighton;MA;Boston-Cambridge-Newton;Suffolk County;Boston;2763
Southgate;CA;San Francisco-Oakland-Hayward;Alameda County;Hayward;2762
Downtown;CA;San Francisco-Oakland-Hayward;Alameda County;Fremont;2759
Naples;CA;Los Angeles-Long Beach-Anaheim;Los Angeles County;Long Beach;2758
Northridge;CA;Los Angeles-Long Beach-Anaheim;Los Angeles County;Los Angeles;2757
Green Oaks;IL;Chicago-Naperville-Elgin;Lake County;Libertyville;2757
Fuller Park;CA;Napa;Napa County;Napa;2754
Potomac Yard-Potomac Greens;VA;Washington-Arlington-Alexandria;Alexandria City;Alexandria;2754
Wellington-Harrington;MA;Boston-Cambridge-Newton;Middlesex County;Cambridge;2749
Nassau Shores;NY;New York-Newark-Jersey City;Nassau County;Massapequa;2748
Tennyson-Alquire;CA;San Francisco-Oakland-Hayward;Alameda County;Hayward;2745
Riverside;MA;Boston-Cambridge-Newton;Middlesex County;Cambridge;2744
Millsmont;CA;San Francisco-Oakland-Hayward;Alameda County;Oakland;2742
Eastmont Hills;CA;San Francisco-Oakland-Hayward;Alameda County;Oakland;2742
Northeast Torrance;CA;Los Angeles-Long Beach-Anaheim;Los Angeles County;Torrance;2740
Webster;CA;San Francisco-Oakland-Hayward;Alameda County;Oakland;2739
American University Park;DC;Washington-Arlington-Alexandria;District of Columbia;Washington;2738
Peabody;MA;Boston-Cambridge-Newton;Middlesex County;Cambridge;2737
Allston;MA;Boston-Cambridge-Newton;Suffolk County;Boston;2734
Near Northeast;DC;Washington-Arlington-Alexandria;District of Columbia;Washington;2733
Lynwood Hills;CA;San Diego-Carlsbad;San Diego County;Chula Vista;2733
Arroyo Viejo;CA;San Francisco-Oakland-Hayward;Alameda County;Oakland;2730
Granada Hills;CA;Los Angeles-Long Beach-Anaheim;Los Angeles County;Los Angeles;2728
Bayshore;FL;Miami-Fort Lauderdale-West Palm Beach;Miami-Dade County;Miami Beach;2728
Calavera Hills;CA;San Diego-Carlsbad;San Diego County;Carlsbad;2727
Truxton Circle;DC;Washington-Arlington-Alexandria;District of Columbia;Washington;2725
Northwest Bellevue;WA;Seattle-Tacoma-Bellevue;King County;Bellevue;2723
Del Cerro;CA;San Diego-Carlsbad;San Diego County;San Diego;2722
Marina Faire;CA;San Francisco-Oakland-Hayward;Alameda County;San Leandro;2722
Meydenbauer;WA;Seattle-Tacoma-Bellevue;King County;Bellevue;2721
Camelback;CA;San Francisco-Oakland-Hayward;Contra Costa County;Pleasant Hill;2721
North Dorchester;MA;Boston-Cambridge-Newton;Suffolk County;Boston;2719
Mission-Foothill;CA;San Francisco-Oakland-Hayward;Alameda County;Hayward;2717
City College Area;CA;Los Angeles-Long Beach-Anaheim;Los Angeles County;Long Beach;2716
Mission-Garin;CA;San Francisco-Oakland-Hayward;Alameda County;Hayward;2716
Eastlake Greens;CA;San Diego-Carlsbad;San Diego County;Chula Vista;2715
Rossmoyne;CA;Los Angeles-Long Beach-Anaheim;Los Angeles County;Glendale;2715
Park Slope;NY;New York-Newark-Jersey City;Kings County;New York;2714
Adams Morgan;DC;Washington-Arlington-Alexandria;District of Columbia;Washington;2713
Reseda;CA;Los Angeles-Long Beach-Anaheim;Los Angeles County;Los Angeles;2712
Scripps Ranch;CA;San Diego-Carlsbad;San Diego County;San Diego;2711
North Hayward;CA;San Francisco-Oakland-Hayward;Alameda County;Hayward;2709
West Tigard;OR;Portland-Vancouver-Hillsboro;Washington County;Tigard;2708
The Waterfront;NJ;New York-Newark-Jersey City;Hudson County;Jersey City;2705
Sun Valley;CA;Los Angeles-Long Beach-Anaheim;Los Angeles County;Los Angeles;2704
Allendale;CA;San Francisco-Oakland-Hayward;Alameda County;Oakland;2704
Glenwood;CA;Los Angeles-Long Beach-Anaheim;Los Angeles County;Glendale;2702
Canyon Country;CA;Los Angeles-Long Beach-Anaheim;Los Angeles County;Santa Clarita;2695
University City;CA;San Diego-Carlsbad;San Diego County;San Diego;2695
Bay Park;CA;San Diego-Carlsbad;San Diego County;San Diego;2694
Midtown;CA;Oxnard-Thousand Oaks-Ventura;Ventura County;Ventura;2694
Madrona;WA;Seattle-Tacoma-Bellevue;King County;Seattle;2693
North Cambridge;MA;Boston-Cambridge-Newton;Middlesex County;Cambridge;2692
Sunbow II;CA;San Diego-Carlsbad;San Diego County;Chula Vista;2690
Windsor North River Ridge;CA;Oxnard-Thousand Oaks-Ventura;Ventura County;Oxnard;2690
Squantum;MA;Boston-Cambridge-Newton;Norfolk County;Quincy;2690
Madison Park;WA;Seattle-Tacoma-Bellevue;King County;Seattle;2690
Valley Glen;CA;Los Angeles-Long Beach-Anaheim;Los Angeles County;Los Angeles;2686
Burbank;CA;San Francisco-Oakland-Hayward;Alameda County;Hayward;2686
Mid-Cambridge;MA;Boston-Cambridge-Newton;Middlesex County;Cambridge;2682
Nautilus;FL;Miami-Fort Lauderdale-West Palm Beach;Miami-Dade County;Miami Beach;2682
Vineyard;CA;Los Angeles-Long Beach-Anaheim;Los Angeles County;Glendale;2681
University Park;CA;Los Angeles-Long Beach-Anaheim;Orange County;Irvine;2681
Ramona;CA;Los Angeles-Long Beach-Anaheim;Los Angeles County;Hawthorne;2681
Rio Lindo;CA;Oxnard-Thousand Oaks-Ventura;Ventura County;Oxnard;2681
Harder-Tennyson;CA;San Francisco-Oakland-Hayward;Alameda County;Hayward;2679
Jackson Triangle;CA;San Francisco-Oakland-Hayward;Alameda County;Hayward;2679
Belmont Shore;CA;Los Angeles-Long Beach-Anaheim;Los Angeles County;Long Beach;2679
City Center;CA;Los Angeles-Long Beach-Anaheim;Los Angeles County;Glendale;2677
Montrose Verdugo City;CA;Los Angeles-Long Beach-Anaheim;Los Angeles County;Glendale;2676
Tamarack Point;CA;San Diego-Carlsbad;San Diego County;Carlsbad;2674
Wilburton;WA;Seattle-Tacoma-Bellevue;King County;Bellevue;2673
East Cambridge;MA;Boston-Cambridge-Newton;Middlesex County;Cambridge;2671
Upper B Street;CA;San Francisco-Oakland-Hayward;Alameda County;Hayward;2671
Richmond Annex;CA;San Francisco-Oakland-Hayward;Contra Costa County;Richmond;2670
Crescenta Highlands;CA;Los Angeles-Long Beach-Anaheim;Los Angeles County;Glendale;2669
Alki;WA;Seattle-Tacoma-Bellevue;King County;Seattle;2669
West End;DC;Washington-Arlington-Alexandria;District of Columbia;Washington;2669
Downtown;WA;Seattle-Tacoma-Bellevue;King County;Bellevue;2668
28 Palms;CA;San Francisco-Oakland-Hayward;Alameda County;Fremont;2666
Ventura College;CA;Oxnard-Thousand Oaks-Ventura;Ventura County;Ventura;2665
Rolando Park;CA;San Diego-Carlsbad;San Diego County;San Diego;2665
Cherryland;CA;San Francisco-Oakland-Hayward;Alameda County;Hayward;2664
Morena;CA;San Diego-Carlsbad;San Diego County;San Diego;2662
North Clairemont;CA;San Diego-Carlsbad;San Diego County;San Diego;2661
Woodbury;CA;Los Angeles-Long Beach-Anaheim;Los Angeles County;Glendale;2658
Mapleton Hill;CO;Boulder;Boulder County;Boulder;2658
Lakeview Terrace;CA;Los Angeles-Long Beach-Anaheim;Los Angeles County;Los Angeles;2656
Santa Clara;CA;San Francisco-Oakland-Hayward;Alameda County;Hayward;2656
Logan Circle;DC;Washington-Arlington-Alexandria;District of Columbia;Washington;2655
Eagle Glen;CA;Riverside-San Bernardino-Ontario;Riverside County;Corona;2655
Downtown;CA;Los Angeles-Long Beach-Anaheim;Los Angeles County;Los Angeles;2654
Bayshore Beautiful;FL;Tampa-St. Petersburg-Clearwater;Hillsborough County;Tampa;2652
Eastmont;CA;San Francisco-Oakland-Hayward;Alameda County;Oakland;2652
Mariposa;CA;Los Angeles-Long Beach-Anaheim;Los Angeles County;Glendale;2651
South;CA;Los Angeles-Long Beach-Anaheim;Los Angeles County;Pasadena;2648
West De Paul;IL;Chicago-Naperville-Elgin;Cook County;Chicago;2648
Carmel Mountain;CA;San Diego-Carlsbad;San Diego County;San Diego;2647
Core-Columbia;CA;San Diego-Carlsbad;San Diego County;San Diego;2646
Northwood;CA;Los Angeles-Long Beach-Anaheim;Orange County;Irvine;2645
Mount Pleasant;DC;Washington-Arlington-Alexandria;District of Columbia;Washington;2645
Belcaro;CO;Denver-Aurora-Lakewood;Denver County;Denver;2645
Via Marina;CA;Oxnard-Thousand Oaks-Ventura;Ventura County;Oxnard;2644
Crestwood;NY;New York-Newark-Jersey City;Westchester County;Yonkers;2643
North Hawthorne;CA;Los Angeles-Long Beach-Anaheim;Los Angeles County;Hawthorne;2642
Eckington;DC;Washington-Arlington-Alexandria;District of Columbia;Washington;2641
Grandview;CA;Los Angeles-Long Beach-Anaheim;Los Angeles County;Glendale;2639
The Brooks;FL;Cape Coral-Fort Myers;Lee County;Bonita Springs;2639
Serra Mesa;CA;San Diego-Carlsbad;San Diego County;San Diego;2638
Elysian Valley;CA;Los Angeles-Long Beach-Anaheim;Los Angeles County;Los Angeles;2638
Penn Quarter;DC;Washington-Arlington-Alexandria;District of Columbia;Washington;2638
Longwood-Winton Grove;CA;San Francisco-Oakland-Hayward;Alameda County;Hayward;2637
Lincroft;NJ;New York-Newark-Jersey City;Monmouth County;Middletown Township;2633
Sunset Hill;WA;Seattle-Tacoma-Bellevue;King County;Seattle;2633
Laurelhurst;WA;Seattle-Tacoma-Bellevue;King County;Seattle;2632
Central;CA;Napa;Napa County;Napa;2631
Flying Horse;CO;Colorado Springs;El Paso County;Colorado Springs;2624
Citrus Grove;CA;Los Angeles-Long Beach-Anaheim;Los Angeles County;Glendale;2623
North Hollywood;CA;Los Angeles-Long Beach-Anaheim;Los Angeles County;Los Angeles;2622
New Hempstead;NY;New York-Newark-Jersey City;Rockland County;Ramapo;2621
Hillcrest;CA;San Diego-Carlsbad;San Diego County;San Diego;2620
Union Square;MA;Boston-Cambridge-Newton;Middlesex County;Somerville;2618
Idylwood;WA;Seattle-Tacoma-Bellevue;King County;Redmond;2618
Downtown;WA;Seattle-Tacoma-Bellevue;King County;Seattle;2617
Great Neck Plaza;NY;New York-Newark-Jersey City;Nassau County;Great Neck;2616
Frick;CA;San Francisco-Oakland-Hayward;Alameda County;Oakland;2616
Adams-Normandie;CA;Los Angeles-Long Beach-Anaheim;Los Angeles County;Los Angeles;2614
Vasa;WA;Seattle-Tacoma-Bellevue;King County;Bellevue;2613
East Boston;MA;Boston-Cambridge-Newton;Suffolk County;Boston;2611
North Hills;CA;Los Angeles-Long Beach-Anaheim;Los Angeles County;Los Angeles;2610
Somerset;WA;Seattle-Tacoma-Bellevue;King County;Bellevue;2610
Bedford Stuyvesant;NY;New York-Newark-Jersey City;Kings County;New York;2606
Spring Hill;MA;Boston-Cambridge-Newton;Middlesex County;Somerville;2606
Westwood;CA;Napa;Napa County;Napa;2606
South East;CA;Los Angeles-Long Beach-Anaheim;Los Angeles County;Pasadena;2605
Brookfield Village;CA;San Francisco-Oakland-Hayward;Alameda County;Oakland;2605
Norkirk;WA;Seattle-Tacoma-Bellevue;King County;Kirkland;2602
Southwest Anaheim;CA;Los Angeles-Long Beach-Anaheim;Orange County;Anaheim;2600
South Park;CA;San Diego-Carlsbad;San Diego County;San Diego;2600
Harleston Village;SC;Charleston-North Charleston;Charleston County;Charleston;2598
North Stonehurst;CA;San Francisco-Oakland-Hayward;Alameda County;Oakland;2597
Halcyon Foothill;CA;San Francisco-Oakland-Hayward;Alameda County;San Leandro;2596
Klahanie;WA;Seattle-Tacoma-Bellevue;King County;Sammamish;2596
Shaw;DC;Washington-Arlington-Alexandria;District of Columbia;Washington;2591
Adams North;CA;San Diego-Carlsbad;San Diego County;San Diego;2590
Los Cerritos Area;CA;Los Angeles-Long Beach-Anaheim;Los Angeles County;Long Beach;2590
Lake Balboa;CA;Los Angeles-Long Beach-Anaheim;Los Angeles County;Los Angeles;2587
Park Plaza;CA;San Francisco-Oakland-Hayward;Contra Costa County;Richmond;2587
Buena Vista;NC;Winston-Salem;Forsyth County;Winston-Salem;2586
Tujunga;CA;Los Angeles-Long Beach-Anaheim;Los Angeles County;Los Angeles;2585
West Roxbury;MA;Boston-Cambridge-Newton;Suffolk County;Boston;2582
Otay Ranch;CA;San Diego-Carlsbad;San Diego County;Chula Vista;2582
